Geneid,LT34,LT35,LT36,LT46,LT47,LT48
ENSG00000091428,32,24,27,14,10,23
ENSG00000091436,432,702,514,312,463,546
ENSG00000091483,433,625,514,287,440,703
ENSG00000091490,481,525,456,389,366,655
ENSG00000091513,1,2,0,1,0,2
ENSG00000091527,1707,2397,1878,1694,3271,3130
ENSG00000091536,18,19,9,2,11,13
ENSG00000091542,1759,2650,2402,891,2307,2425
ENSG00000091592,552,539,490,336,499,502
ENSG00000091622,247,235,200,141,185,350
ENSG00000091640,320,490,475,231,732,591
ENSG00000091651,185,273,221,152,282,406
ENSG00000091656,170,355,161,159,271,334
ENSG00000091732,394,493,552,220,363,502
ENSG00000091831,12,13,11,1,6,8
ENSG00000091844,100,96,69,74,69,94
ENSG00000091879,1,2,0,0,1,1
ENSG00000091947,221,353,299,144,397,431
ENSG00000091972,7,7,1,0,1,0
ENSG00000091986,507,1034,660,298,916,682
ENSG00000092010,532,930,600,252,664,597
ENSG00000092020,382,450,388,251,259,350
ENSG00000092036,77,86,107,39,93,100
ENSG00000092051,4,4,8,10,8,35
ENSG00000092054,0,0,0,0,2,0
ENSG00000092068,741,964,782,476,1139,927
ENSG00000092094,228,293,196,149,315,351
ENSG00000092096,61,116,90,25,76,71
ENSG00000092098,353,466,471,199,575,593
ENSG00000092108,492,534,433,339,302,440
ENSG00000092140,197,218,174,139,149,227
ENSG00000092148,1131,1595,1247,1088,1373,1809
ENSG00000092199,3806,5156,4495,3507,6025,7260
ENSG00000092200,1,1,0,0,0,0
ENSG00000092201,992,1279,1061,1029,1274,1803
ENSG00000092203,920,1024,999,721,1031,1359
ENSG00000092208,45,93,70,55,65,89
ENSG00000092295,9,2,5,7,9,3
ENSG00000092330,554,609,714,174,359,444
ENSG00000092345,0,0,2,0,0,3
ENSG00000092377,6,6,4,7,4,9
ENSG00000092421,101,122,86,57,64,106
ENSG00000092439,628,906,677,642,624,952
ENSG00000092445,902,1019,921,713,1006,1316
ENSG00000092470,280,357,305,208,328,440
ENSG00000092531,502,534,441,222,223,329
ENSG00000092607,413,535,455,256,454,463
ENSG00000092621,5623,3331,4096,1422,1236,2704
ENSG00000092758,27,51,68,16,45,81
ENSG00000092820,3263,4079,3913,3727,5549,7077
ENSG00000092841,4159,5504,4732,1993,5440,4689
ENSG00000092847,633,1050,801,395,780,908
ENSG00000092850,5,3,7,2,3,4
ENSG00000092853,231,356,245,286,344,508
ENSG00000092871,195,307,251,153,311,297
ENSG00000092929,15,4,7,2,6,8
ENSG00000092931,349,447,431,242,232,303
ENSG00000092964,4211,5698,4662,2205,3583,3954
ENSG00000092969,40,56,59,9,9,11
ENSG00000092978,191,293,220,179,242,284
ENSG00000093000,532,841,643,380,715,894
ENSG00000093009,93,158,166,75,194,222
ENSG00000093010,1585,2256,2081,711,1893,1824
ENSG00000093072,11,43,23,5,21,16
ENSG00000093134,11,87,25,0,26,1
ENSG00000093144,440,586,382,457,456,525
ENSG00000093167,507,777,608,393,729,744
ENSG00000093183,783,945,780,523,770,883
ENSG00000093217,75,90,93,39,70,86
ENSG00000094631,589,543,720,212,474,568
ENSG00000094755,0,1,0,0,0,0
ENSG00000094804,449,750,669,375,756,912
ENSG00000094841,170,234,176,112,185,176
ENSG00000094880,458,560,473,306,358,559
ENSG00000094914,409,518,483,217,414,541
ENSG00000094916,3400,3862,3144,2096,1641,2683
ENSG00000094975,438,551,425,322,371,444
ENSG00000095002,469,512,387,374,361,517
ENSG00000095015,382,560,438,292,355,535
ENSG00000095059,700,783,798,312,604,666
ENSG00000095066,272,282,346,144,258,391
ENSG00000095139,2027,2973,2556,2304,2683,4265
ENSG00000095203,65,51,55,41,22,76
ENSG00000095209,182,254,211,180,196,270
ENSG00000095261,1076,1023,1085,518,543,846
ENSG00000095303,188,439,337,66,167,189
ENSG00000095319,1640,2085,2311,990,1736,2632
ENSG00000095321,742,1154,1108,372,1118,1085
ENSG00000095370,17,19,25,23,33,53
ENSG00000095380,992,1113,1164,633,1110,1327
ENSG00000095383,359,407,438,132,306,355
ENSG00000095397,632,514,576,313,441,516
ENSG00000095485,328,343,295,190,262,315
ENSG00000095539,90,141,109,45,108,122
ENSG00000095564,676,876,682,742,631,1061
ENSG00000095574,272,331,270,160,181,265
ENSG00000095587,5,7,6,11,8,10
ENSG00000095596,1,1,1,2,4,3
ENSG00000095637,226,203,185,66,83,89
ENSG00000095713,96,95,112,107,98,199
ENSG00000095739,317,307,258,137,175,242
ENSG00000095752,891,1169,1116,734,1235,1403
ENSG00000095777,0,0,0,1,0,1
ENSG00000095787,1445,2079,1650,1197,2344,2479
ENSG00000095794,402,611,419,250,492,414
ENSG00000095906,660,836,780,360,735,854
ENSG00000095917,1,0,0,0,0,3
ENSG00000095932,0,0,1,1,2,1
ENSG00000095951,586,797,647,251,352,509
ENSG00000096060,440,464,411,329,387,542
ENSG00000096063,712,1039,851,767,712,1167
ENSG00000096070,1075,1731,1504,1064,1929,2499
ENSG00000096080,288,502,499,204,632,556
ENSG00000096092,102,179,132,64,114,124
ENSG00000096093,69,62,67,25,31,36
ENSG00000096384,13350,16745,17634,7241,11017,14284
ENSG00000096401,512,738,513,362,461,601
ENSG00000096433,3712,4849,5968,1573,4755,5581
ENSG00000096654,83,135,80,100,87,109
ENSG00000096696,505,489,475,381,396,662
ENSG00000096717,296,384,308,291,315,498
ENSG00000096746,574,1064,800,706,1507,1285
ENSG00000096872,91,125,73,68,79,81
ENSG00000096968,166,267,142,152,151,183
ENSG00000096996,1,12,2,2,2,1
ENSG00000097007,1483,3145,2220,1029,3157,2987
ENSG00000097021,1286,1658,1690,722,1528,1808
ENSG00000097033,1013,1336,1021,908,1055,1323
ENSG00000097046,163,211,176,182,117,224
ENSG00000097096,160,187,151,129,143,200
ENSG00000099139,98,173,157,109,152,228
ENSG00000099194,9911,14368,8256,3579,6644,4602
ENSG00000099203,205,445,388,149,489,377
ENSG00000099204,886,942,747,371,512,751
ENSG00000099219,172,240,142,96,156,192
ENSG00000099246,396,659,473,564,733,743
ENSG00000099250,535,1300,959,190,879,555
ENSG00000099256,120,118,119,38,76,73
ENSG00000099260,2,3,0,0,1,1
ENSG00000099282,68,112,71,33,82,69
ENSG00000099284,327,361,421,222,334,556
ENSG00000099290,278,409,469,108,348,451
ENSG00000099308,667,803,821,277,603,839
ENSG00000099326,166,157,143,51,216,168
ENSG00000099330,171,201,180,56,116,104
ENSG00000099331,1731,2702,2613,992,2369,2718
ENSG00000099337,333,448,528,330,451,692
ENSG00000099338,13,19,16,2,17,19
ENSG00000099341,4077,4210,4364,1798,3441,4366
ENSG00000099364,693,1135,1192,436,1301,1419
ENSG00000099365,24,44,29,12,63,34
ENSG00000099377,70,183,88,24,119,63
ENSG00000099381,780,1289,1214,610,1639,1832
ENSG00000099385,424,464,394,229,519,441
ENSG00000099617,16,24,24,13,29,53
ENSG00000099622,920,1166,1007,474,1410,1100
ENSG00000099624,1237,1774,1668,743,1822,1881
ENSG00000099625,223,263,354,210,476,520
ENSG00000099715,1,0,2,0,0,0
ENSG00000099769,1,0,5,0,0,0
ENSG00000099783,1439,2765,2320,1339,3429,3306
ENSG00000099785,403,401,340,147,249,293
ENSG00000099795,795,1056,1031,499,1659,1376
ENSG00000099797,1623,1754,1828,604,1455,1495
ENSG00000099800,644,1077,983,404,1219,1145
ENSG00000099804,1111,1442,1456,965,2295,2207
ENSG00000099810,254,370,303,168,300,388
ENSG00000099812,9,6,6,4,16,25
ENSG00000099814,861,1448,1330,593,1783,1844
ENSG00000099817,2044,2901,2605,1278,3160,2878
ENSG00000099821,424,432,569,196,442,493
ENSG00000099822,238,318,333,155,244,336
ENSG00000099840,5,5,10,0,2,3
ENSG00000099849,102,175,175,89,235,257
ENSG00000099860,547,637,846,300,608,811
ENSG00000099864,515,885,676,294,1106,982
ENSG00000099866,11,15,7,11,38,35
ENSG00000099875,2477,2910,3578,1285,2560,3282
ENSG00000099889,227,293,321,137,315,403
ENSG00000099899,520,562,692,233,650,704
ENSG00000099901,957,1412,1410,698,1693,1598
ENSG00000099904,473,833,731,321,1110,1095
ENSG00000099910,292,418,359,141,336,494
ENSG00000099917,1140,1648,1502,683,1707,1771
ENSG00000099937,0,0,2,0,0,0
ENSG00000099940,1001,1031,965,594,1038,1132
ENSG00000099942,989,1678,1403,1025,2170,2594
ENSG00000099949,806,1031,795,392,824,1138
ENSG00000099953,49,160,92,28,104,92
ENSG00000099954,72,23,30,52,45,112
ENSG00000099956,750,1120,1096,401,954,1101
ENSG00000099957,3,9,1,0,2,3
ENSG00000099958,128,63,51,42,45,53
ENSG00000099960,30,48,41,12,23,42
ENSG00000099968,1017,1406,1093,707,1292,1497
ENSG00000099974,0,0,2,1,0,3
ENSG00000099977,150,249,231,82,234,265
ENSG00000099985,0,1,1,0,1,0
ENSG00000099991,774,1318,1144,481,1076,1259
ENSG00000099992,113,212,171,89,218,201
ENSG00000099994,0,5,6,2,3,7
ENSG00000099995,1717,2383,2147,1152,2327,2999
ENSG00000099998,78,299,131,10,103,44
ENSG00000099999,250,357,339,118,259,282
ENSG00000100003,99,163,127,93,170,186
ENSG00000100014,496,601,639,273,447,613
ENSG00000100023,325,576,528,239,474,588
ENSG00000100024,5,9,2,0,2,1
ENSG00000100027,34,29,30,15,13,16
ENSG00000100028,675,1055,753,540,1034,1087
ENSG00000100029,1514,2374,2071,1306,3444,3600
ENSG00000100030,1416,2075,1704,946,1306,2006
ENSG00000100031,10,17,7,3,1,4
ENSG00000100033,0,0,0,1,0,0
ENSG00000100034,1060,1328,1276,353,722,859
ENSG00000100036,276,369,375,197,505,518
ENSG00000100038,268,483,425,227,538,690
ENSG00000100053,0,0,0,0,0,1
ENSG00000100055,4,1,1,1,3,2
ENSG00000100056,419,612,608,298,673,774
ENSG00000100060,7,3,6,2,2,8
ENSG00000100065,451,528,610,247,539,689
ENSG00000100075,1394,1917,1523,583,1196,1117
ENSG00000100077,156,150,204,68,83,147
ENSG00000100078,44,100,26,19,37,16
ENSG00000100083,770,849,985,325,541,761
ENSG00000100084,175,237,238,125,239,254
ENSG00000100092,246,415,361,167,473,438
ENSG00000100095,3,0,4,0,6,2
ENSG00000100097,9375,12047,11116,4605,14526,11606
ENSG00000100099,471,538,502,284,578,701
ENSG00000100100,36,58,33,4,29,27
ENSG00000100101,1,0,1,0,0,0
ENSG00000100104,397,404,419,181,240,322
ENSG00000100105,104,267,228,177,637,674
ENSG00000100106,1041,1699,1540,464,1761,1532
ENSG00000100109,591,783,797,461,859,1010
ENSG00000100116,267,284,251,60,135,202
ENSG00000100122,0,0,0,0,1,0
ENSG00000100124,378,559,471,280,672,656
ENSG00000100129,1437,1426,1360,1027,1112,1836
ENSG00000100138,1244,1684,1627,560,1684,1697
ENSG00000100139,973,1505,1346,578,1314,1527
ENSG00000100142,6,1,3,2,6,1
ENSG00000100146,0,0,0,0,1,0
ENSG00000100147,175,217,207,103,161,197
ENSG00000100150,305,344,432,147,254,379
ENSG00000100151,340,454,521,237,494,573
ENSG00000100154,692,1099,893,538,835,1281
ENSG00000100156,4,8,5,3,10,7
ENSG00000100162,184,299,368,83,368,389
ENSG00000100167,758,925,741,546,829,1202
ENSG00000100170,0,0,0,1,0,1
ENSG00000100196,194,294,266,208,233,372
ENSG00000100201,3090,3621,3094,3537,4256,5357
ENSG00000100206,13,18,21,18,18,21
ENSG00000100207,1984,2449,2245,1366,2303,2883
ENSG00000100209,212,299,218,179,271,266
ENSG00000100211,139,195,146,102,245,195
ENSG00000100216,969,1454,1098,1089,1831,2036
ENSG00000100218,1,5,0,0,0,3
ENSG00000100219,2271,2524,2828,1533,2106,3016
ENSG00000100220,1106,1563,1285,815,1353,1836
ENSG00000100221,1793,2065,1903,1260,2098,2550
ENSG00000100225,1028,1387,1176,642,1091,1340
ENSG00000100226,2043,2471,2052,818,1642,1957
ENSG00000100227,1039,1336,1401,564,1062,1391
ENSG00000100228,94,222,203,73,159,234
ENSG00000100239,1127,1452,1354,491,1057,1227
ENSG00000100241,4120,4717,4816,1907,3646,4733
ENSG00000100242,913,1400,1892,618,1581,1869
ENSG00000100243,2552,4032,3769,1081,2919,3106
ENSG00000100246,108,134,117,85,134,140
ENSG00000100253,11,1,5,7,7,22
ENSG00000100258,995,1473,1421,423,1208,1243
ENSG00000100263,579,692,768,373,816,906
ENSG00000100266,667,1005,847,535,1003,1180
ENSG00000100271,128,128,142,24,39,58
ENSG00000100276,13,10,8,15,15,20
ENSG00000100280,2183,2889,3087,975,2175,3107
ENSG00000100281,311,566,384,291,379,572
ENSG00000100284,836,1001,1025,324,787,823
ENSG00000100285,651,509,520,1011,1149,1791
ENSG00000100288,28,41,39,6,28,28
ENSG00000100290,101,95,89,80,86,134
ENSG00000100292,1468,1776,1659,1400,2649,3187
ENSG00000100294,232,342,267,180,360,401
ENSG00000100296,749,771,963,417,755,972
ENSG00000100297,1497,2364,2346,1013,2554,3000
ENSG00000100299,416,460,542,112,272,276
ENSG00000100300,1211,1677,1569,489,1319,1313
ENSG00000100302,25,49,37,22,59,50
ENSG00000100304,872,1200,1307,619,1342,1608
ENSG00000100307,693,630,668,308,434,709
ENSG00000100311,123,142,112,32,77,85
ENSG00000100314,1,2,4,7,4,7
ENSG00000100316,6309,7350,7742,4547,9046,10450
ENSG00000100319,417,354,579,211,517,541
ENSG00000100320,1605,2280,1983,1117,1955,2386
ENSG00000100321,780,862,798,331,525,689
ENSG00000100324,431,727,608,318,518,673
ENSG00000100325,951,958,990,487,1078,1157
ENSG00000100330,966,1173,1130,688,1070,1366
ENSG00000100335,2408,2318,2254,1535,2162,3041
ENSG00000100336,10,62,34,6,8,4
ENSG00000100341,8,9,8,5,15,14
ENSG00000100342,41,154,61,3,70,32
ENSG00000100344,79,105,105,17,58,61
ENSG00000100345,8721,11690,13768,6442,14598,17119
ENSG00000100346,5,24,11,2,9,8
ENSG00000100347,569,816,698,557,961,1209
ENSG00000100348,564,834,823,364,832,821
ENSG00000100350,306,517,508,236,513,673
ENSG00000100353,1587,2029,2092,239,408,622
ENSG00000100354,1239,1614,1344,1112,1473,2100
ENSG00000100359,564,731,661,260,547,686
ENSG00000100360,468,443,446,283,450,470
ENSG00000100364,853,1305,1051,352,889,960
ENSG00000100368,1,1,1,0,0,0
ENSG00000100372,301,360,348,218,281,350
ENSG00000100373,1,2,1,1,4,2
ENSG00000100376,264,270,297,160,254,306
ENSG00000100379,377,636,420,112,370,288
ENSG00000100380,2359,2622,2299,1743,2212,2767
ENSG00000100385,189,154,177,27,34,60
ENSG00000100387,322,564,363,340,896,633
ENSG00000100393,4707,5464,5136,3632,5697,6976
ENSG00000100395,818,1023,1000,441,878,1037
ENSG00000100399,7,11,24,6,18,21
ENSG00000100401,1998,3096,2698,1211,2965,3133
ENSG00000100403,1564,2613,2120,1192,2810,2877
ENSG00000100410,529,631,605,366,719,823
ENSG00000100412,1280,1546,2159,789,1550,2043
ENSG00000100413,926,1258,1275,485,1172,1230
ENSG00000100416,333,461,417,175,349,430
ENSG00000100417,563,531,560,189,363,408
ENSG00000100418,383,576,483,165,378,349
ENSG00000100422,1471,1728,1431,716,1159,1476
ENSG00000100425,671,1064,1037,730,1358,1762
ENSG00000100426,768,967,1136,622,994,1374
ENSG00000100427,0,0,1,0,3,2
ENSG00000100429,23,25,27,10,29,21
ENSG00000100433,8,0,9,3,2,5
ENSG00000100439,1138,1105,1034,635,895,1159
ENSG00000100441,773,1272,1278,321,976,1018
ENSG00000100442,607,633,477,457,452,519
ENSG00000100445,448,423,443,149,191,289
ENSG00000100453,0,0,0,0,3,0
ENSG00000100461,1074,1262,1306,608,930,1246
ENSG00000100462,769,1137,983,611,1005,1317
ENSG00000100473,50,52,75,74,44,119
ENSG00000100478,56,50,33,25,32,38
ENSG00000100479,49,91,78,40,59,99
ENSG00000100483,78,102,115,59,95,112
ENSG00000100485,399,449,332,337,215,361
ENSG00000100490,69,62,44,79,57,105
ENSG00000100503,666,819,460,349,430,550
ENSG00000100504,647,596,433,257,284,372
ENSG00000100505,56,36,52,16,23,25
ENSG00000100519,514,738,572,329,503,571
ENSG00000100522,461,429,423,350,447,608
ENSG00000100523,644,649,591,389,478,601
ENSG00000100526,90,121,129,71,109,112
ENSG00000100528,845,1122,902,954,1160,1406
ENSG00000100532,189,239,167,205,224,291
ENSG00000100554,559,790,666,379,610,760
ENSG00000100557,1,0,0,0,1,0
ENSG00000100558,50,49,46,10,25,45
ENSG00000100564,113,125,136,86,125,163
ENSG00000100567,539,917,547,527,660,789
ENSG00000100568,514,750,472,433,766,700
ENSG00000100575,146,221,130,232,251,321
ENSG00000100577,123,200,148,60,162,168
ENSG00000100578,190,217,162,150,91,166
ENSG00000100580,289,527,335,279,430,542
ENSG00000100583,5,6,4,4,7,14
ENSG00000100591,1613,2361,2189,971,2296,2108
ENSG00000100592,415,330,287,224,175,291
ENSG00000100593,32,28,27,66,111,154
ENSG00000100596,647,1046,802,543,674,1000
ENSG00000100599,567,908,723,295,823,789
ENSG00000100600,936,1339,1202,735,1279,1715
ENSG00000100601,177,319,295,169,276,390
ENSG00000100603,829,1126,815,820,1009,1320
ENSG00000100604,0,1,0,0,9,3
ENSG00000100605,1514,1553,1699,607,1200,1475
ENSG00000100612,493,553,374,343,570,572
ENSG00000100614,722,883,721,731,954,1255
ENSG00000100625,316,393,377,218,244,430
ENSG00000100626,59,87,64,58,77,84
ENSG00000100628,12,10,13,2,5,9
ENSG00000100629,126,109,98,91,96,133
ENSG00000100632,1030,1484,1162,929,1886,1760
ENSG00000100644,1795,3675,2038,941,1796,1747
ENSG00000100647,619,920,817,399,752,915
ENSG00000100650,1113,1582,1278,1116,2167,2133
ENSG00000100664,3476,3935,3690,4309,4799,5938
ENSG00000100678,41,25,28,15,18,28
ENSG00000100697,1286,1269,1030,784,620,1085
ENSG00000100711,235,384,304,147,372,425
ENSG00000100714,1287,1967,1897,896,1519,2120
ENSG00000100722,445,613,467,316,469,530
ENSG00000100726,783,1142,1235,425,981,1149
ENSG00000100731,1452,1836,1650,639,933,1311
ENSG00000100739,38,130,75,7,145,76
ENSG00000100744,989,657,568,494,390,490
ENSG00000100749,228,269,193,190,204,216
ENSG00000100764,505,817,692,262,536,727
ENSG00000100767,32,89,91,14,59,81
ENSG00000100784,91,54,50,42,31,29
ENSG00000100796,803,1105,935,623,802,900
ENSG00000100802,103,120,153,69,130,120
ENSG00000100804,1468,2130,1984,877,1694,2021
ENSG00000100811,991,1580,1294,861,2081,1846
ENSG00000100813,1633,2374,2206,1070,2656,2622
ENSG00000100814,366,386,372,202,244,373
ENSG00000100815,284,403,234,395,286,400
ENSG00000100823,1155,1686,1481,769,1649,1663
ENSG00000100836,748,1077,1055,674,1618,1595
ENSG00000100842,250,390,338,204,505,687
ENSG00000100852,600,766,456,613,559,677
ENSG00000100865,300,424,314,200,323,389
ENSG00000100867,2,3,3,2,1,1
ENSG00000100883,911,1029,935,911,934,1282
ENSG00000100888,1229,1908,1695,1133,1803,2420
ENSG00000100889,1497,1022,1533,480,536,1153
ENSG00000100890,54,55,37,17,34,66
ENSG00000100897,974,845,986,412,722,899
ENSG00000100902,223,313,261,215,400,340
ENSG00000100906,661,1907,1548,321,1823,1592
ENSG00000100908,186,271,318,135,419,377
ENSG00000100911,347,740,422,220,764,574
ENSG00000100916,97,110,94,112,114,98
ENSG00000100918,14,13,19,5,19,16
ENSG00000100926,162,254,233,168,378,331
ENSG00000100934,673,1170,940,719,900,1437
ENSG00000100938,634,661,704,245,464,523
ENSG00000100941,173,307,209,122,317,278
ENSG00000100949,651,716,843,248,503,715
ENSG00000100968,337,952,595,171,1071,674
ENSG00000100979,240,357,309,144,449,356
ENSG00000100982,474,510,591,167,341,342
ENSG00000100983,435,655,637,204,462,504
ENSG00000100985,3,21,23,2,19,23
ENSG00000100987,0,1,0,0,0,0
ENSG00000100991,1538,2138,1995,880,1454,2171
ENSG00000100994,1767,1961,2173,806,1328,1872
ENSG00000100997,757,1125,1056,454,940,1082
ENSG00000101000,86,267,162,54,242,189
ENSG00000101003,80,198,122,113,154,265
ENSG00000101004,233,265,245,98,235,276
ENSG00000101017,36,139,122,44,80,120
ENSG00000101019,411,556,588,285,362,429
ENSG00000101040,295,691,425,108,296,314
ENSG00000101049,1,3,0,1,0,0
ENSG00000101052,194,251,227,135,136,204
ENSG00000101057,569,809,966,338,707,1204
ENSG00000101076,1,0,0,0,0,0
ENSG00000101079,1073,1092,1112,520,495,923
ENSG00000101082,7,5,1,0,1,0
ENSG00000101084,348,501,398,354,889,651
ENSG00000101096,190,230,336,76,108,287
ENSG00000101098,26,15,27,29,30,56
ENSG00000101104,41,35,29,13,23,33
ENSG00000101109,1265,1279,1095,791,812,1235
ENSG00000101115,74,91,93,17,40,45
ENSG00000101126,1063,1616,1478,1141,1395,1934
ENSG00000101132,252,345,246,258,264,305
ENSG00000101134,133,189,163,128,236,327
ENSG00000101138,463,725,641,340,478,649
ENSG00000101144,62,53,72,90,128,249
ENSG00000101146,432,486,595,328,483,723
ENSG00000101150,1961,2485,2301,1089,1876,2384
ENSG00000101152,1297,2075,2003,590,1613,1879
ENSG00000101158,1159,1172,1173,533,739,1077
ENSG00000101160,959,1426,1418,613,1534,1665
ENSG00000101161,1443,1767,2053,825,1748,2239
ENSG00000101166,660,765,645,584,627,812
ENSG00000101180,6,11,13,5,10,22
ENSG00000101181,391,601,532,221,459,578
ENSG00000101182,2580,3392,3105,1605,3323,3697
ENSG00000101187,589,1273,1248,331,1131,1256
ENSG00000101188,11,24,8,25,36,66
ENSG00000101189,360,624,535,266,609,624
ENSG00000101190,118,174,143,79,126,162
ENSG00000101191,665,1123,1135,468,1252,1507
ENSG00000101193,377,595,529,199,594,652
ENSG00000101194,134,235,254,105,322,353
ENSG00000101197,5,7,3,0,3,2
ENSG00000101198,0,3,0,1,1,3
ENSG00000101199,908,1416,1459,683,1662,2116
ENSG00000101200,1,0,1,0,2,2
ENSG00000101203,0,0,0,0,0,1
ENSG00000101204,2,2,6,10,15,46
ENSG00000101210,2665,2826,3363,1878,2902,4399
ENSG00000101213,1,2,2,1,1,5
ENSG00000101216,589,942,970,399,854,1202
ENSG00000101220,602,709,775,262,752,772
ENSG00000101222,3,6,3,1,2,2
ENSG00000101224,1468,2911,2321,565,2116,1831
ENSG00000101230,98,105,109,59,58,118
ENSG00000101236,1033,2019,1333,587,1132,1220
ENSG00000101246,340,542,386,200,436,512
ENSG00000101247,147,192,143,113,185,241
ENSG00000101251,1,0,0,0,0,0
ENSG00000101255,3323,2904,3858,1826,2199,3628
ENSG00000101265,113,126,108,58,92,100
ENSG00000101266,1874,2107,1935,1192,1462,2406
ENSG00000101276,0,3,4,0,0,1
ENSG00000101280,0,2,0,0,1,0
ENSG00000101282,12,33,24,9,21,46
ENSG00000101290,685,954,914,432,656,870
ENSG00000101294,3151,4308,4045,2733,5318,6095
ENSG00000101298,77,212,97,50,206,156
ENSG00000101306,3,0,0,4,6,10
ENSG00000101307,20,21,28,8,14,20
ENSG00000101310,1355,1540,1575,1160,1645,2192
ENSG00000101311,7,15,18,8,11,15
ENSG00000101327,0,0,0,0,4,1
ENSG00000101331,2,0,2,2,2,3
ENSG00000101333,110,102,69,51,39,66
ENSG00000101335,1636,2482,2229,582,1687,1581
ENSG00000101337,1017,1560,1582,657,1192,1564
ENSG00000101342,0,1,1,0,0,0
ENSG00000101343,313,475,342,289,371,450
ENSG00000101346,849,1289,990,665,1005,1393
ENSG00000101347,564,1275,700,412,935,969
ENSG00000101350,632,1150,693,403,907,964
ENSG00000101353,20,61,33,12,38,48
ENSG00000101361,1001,1416,1293,854,1908,1966
ENSG00000101363,405,616,520,292,650,575
ENSG00000101365,874,1159,1109,604,1127,1377
ENSG00000101367,1955,1980,1695,1318,1573,2074
ENSG00000101384,374,546,598,289,484,589
ENSG00000101391,313,419,350,229,381,497
ENSG00000101400,497,651,537,199,417,412
ENSG00000101405,14,8,10,12,15,22
ENSG00000101407,461,561,580,330,499,724
ENSG00000101412,679,1128,963,420,1247,1253
ENSG00000101413,520,688,617,307,571,784
ENSG00000101417,94,125,114,47,60,107
ENSG00000101421,1086,1692,1313,702,2191,1764
ENSG00000101438,0,0,1,0,3,4
ENSG00000101439,2609,4019,3238,845,2546,2047
ENSG00000101440,0,0,0,0,1,0
ENSG00000101442,190,184,254,137,158,224
ENSG00000101443,25,27,21,20,43,63
ENSG00000101444,1569,1935,2121,906,1524,2299
ENSG00000101445,20,33,24,18,16,35
ENSG00000101447,158,286,281,103,270,357
ENSG00000101448,2,0,0,0,0,1
ENSG00000101452,286,321,239,148,196,315
ENSG00000101457,266,384,396,183,468,473
ENSG00000101460,703,401,550,192,275,334
ENSG00000101463,1,1,1,0,2,7
ENSG00000101464,280,303,311,167,230,357
ENSG00000101470,6,10,10,3,21,14
ENSG00000101473,230,287,315,113,218,235
ENSG00000101474,510,874,853,441,917,1042
ENSG00000101489,3,2,4,2,12,7
ENSG00000101493,935,1139,1234,530,1086,1424
ENSG00000101542,2,2,6,7,1,8
ENSG00000101544,810,882,1145,469,703,1053
ENSG00000101546,133,151,110,79,124,136
ENSG00000101557,833,1044,874,825,864,1128
ENSG00000101558,1312,1827,1596,921,1615,1662
ENSG00000101574,340,247,309,178,159,229
ENSG00000101577,723,1155,1006,548,694,1231
ENSG00000101596,570,786,551,486,584,821
ENSG00000101605,13,6,9,2,1,2
ENSG00000101608,3086,2865,2715,1363,1844,2294
ENSG00000101624,129,165,152,119,120,206
ENSG00000101638,34,48,52,19,33,51
ENSG00000101639,338,450,336,271,234,451
ENSG00000101654,829,816,648,486,503,824
ENSG00000101665,357,438,375,233,454,398
ENSG00000101670,408,381,247,226,299,253
ENSG00000101680,232,430,330,93,236,209
ENSG00000101695,105,100,73,46,25,58
ENSG00000101745,300,383,289,300,305,341
ENSG00000101746,1,2,3,3,2,3
ENSG00000101751,90,115,77,57,74,63
ENSG00000101752,463,609,507,419,680,800
ENSG00000101773,621,528,363,360,266,389
ENSG00000101782,488,660,574,501,721,936
ENSG00000101811,291,373,355,179,405,508
ENSG00000101812,0,1,1,0,0,0
ENSG00000101825,96,519,206,12,76,39
ENSG00000101842,4,8,2,1,3,1
ENSG00000101843,126,258,121,110,217,197
ENSG00000101844,146,175,144,92,117,192
ENSG00000101846,229,349,312,90,202,222
ENSG00000101849,1179,1308,1145,403,690,847
ENSG00000101850,5,1,3,3,4,7
ENSG00000101856,688,1782,874,849,1699,1519
ENSG00000101868,145,254,189,158,187,308
ENSG00000101871,240,275,252,112,255,290
ENSG00000101882,182,252,144,131,224,218
ENSG00000101888,87,94,81,63,81,79
ENSG00000101890,0,0,0,1,0,0
ENSG00000101892,1,3,0,0,0,0
ENSG00000101898,4,7,13,2,4,3
ENSG00000101901,190,172,187,118,151,189
ENSG00000101911,174,221,201,81,146,177
ENSG00000101928,180,283,204,159,210,283
ENSG00000101935,211,284,233,172,228,338
ENSG00000101938,41,144,74,16,60,52
ENSG00000101940,370,598,496,113,512,449
ENSG00000101945,194,320,335,187,356,438
ENSG00000101955,113,331,182,51,201,151
ENSG00000101966,192,348,236,202,262,326
ENSG00000101972,425,670,481,412,547,611
ENSG00000101974,168,261,190,123,192,202
ENSG00000101977,0,0,0,0,1,0
ENSG00000101986,259,528,417,187,566,542
ENSG00000101997,378,482,482,180,420,608
ENSG00000102001,1,3,1,0,2,1
ENSG00000102003,47,42,102,12,125,71
ENSG00000102007,1531,1725,1347,955,1641,1685
ENSG00000102024,170,374,195,108,284,261
ENSG00000102030,267,522,445,212,613,568
ENSG00000102032,70,125,117,63,197,186
ENSG00000102034,997,1341,1229,631,1354,1721
ENSG00000102038,265,489,285,203,272,317
ENSG00000102043,18,11,24,13,11,15
ENSG00000102048,0,3,1,1,2,0
